nro_proveedor,nombre_proveedor,cuit,categoria_proveedor,tipo_contribuyente_id,contacto,correo,telefono,importe,fecha,nro_cuenta_id,ciudad,pais
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,118.002,2020-11-13,38,Merlo,Argentina
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,262.998,2023-02-08,38,Merlo,Argentina
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,71.101,2023-10-04,38,Merlo,Argentina
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,132.812,2023-11-07,38,Merlo,Argentina
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,193.225,2023-11-10,38,Merlo,Argentina
P00120,Isabel Ramírez S.A.,33-76543218-9,Construcción,2,Isabel Ramírez,isabel.ramirez@empresa.bef,0999-9876,198.619,2023-11-13,38,Merlo,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,222.631,2020-01-02,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,61.912,2020-04-01,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,235.544,2020-07-01,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,153.467,2020-11-22,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,229.698,2021-03-04,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,66.132,2020-11-16,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,296.58,2021-02-19,27,San Martín,Argentina
P00121,Carla Medina S.R.L.,20-34567890-1,Software,4,Carla Medina,carla.medina@empresa.qrs,0123-6789,228.513,2022-10-19,27,San Martín,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,183.419,2020-01-05,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,218.194,2020-04-04,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,175.383,2020-07-04,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,216.757,2020-11-25,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,102.297,2021-03-07,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,24.251,2022-11-17,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,149.161,2022-09-22,19,Viedma,Argentina
P00122,Manuel Fernández S.A.,30-98765434-2,Consultoría IT,2,Manuel Fernández,manuel.fernandez@empresa.tuv,0345-6789,91.564,2022-10-22,19,Viedma,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,296.19,2020-01-08,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,251.963,2020-04-07,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,119.34,2020-07-07,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,248.673,2020-11-28,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,75.137,2022-11-18,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,85.257,2022-09-25,19,Rawson,Argentina
P00123,Sofía Castro S.A.,27-87654321-0,Energía Eólica,4,Sofía Castro,sofia.castro@empresa.uvw,0456-7890,91.564,2022-10-25,19,Rawson,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,88.564,2020-01-11,38,Oberá,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,109.71,2020-04-10,38,Oberá,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,129.304,2020-07-10,38,Oberá,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,233.659,2020-12-01,38,Oberá,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,30.337,2021-01-28,38,Oberá,Argentina
P00124,Ricardo López S.R.L.,23-98765432-4,Construcción,2,Ricardo López,ricardo.lopez@empresa.xyz,0567-8901,246.839,2022-09-28,38,Oberá,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,22.903,2020-01-14,25,Calafate,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,247.663,2020-04-13,25,Calafate,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,90.516,2020-07-13,25,Calafate,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,139.242,2020-12-04,25,Calafate,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,88.185,2021-02-01,25,Calafate,Argentina
P00125,Gabriela Martínez Cooperativa,33-12345678-9,Agroindustria,4,Gabriela Martínez,gabriela.martinez@empresa.abc,0678-9012,244.816,2022-10-01,25,Calafate,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,74.389,2020-01-17,27,Gualeguaychú,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,117.043,2020-04-16,27,Gualeguaychú,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,97.376,2020-07-16,27,Gualeguaychú,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,231.968,2020-12-07,27,Gualeguaychú,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,146.818,2021-02-04,27,Gualeguaychú,Argentina
P00126,Pablo Vargas S.A.,20-23456789-1,Tecnología,2,Pablo Vargas,pablo.vargas@empresa.def,0789-0123,14.222,2022-10-04,27,Gualeguaychú,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,37.706,2020-01-20,19,Río Grande,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,11.442,2020-04-19,19,Río Grande,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,179.093,2020-07-19,19,Río Grande,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,173.998,2020-12-10,19,Río Grande,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,283.665,2021-02-07,19,Río Grande,Argentina
P00127,Laura Fernández S.R.L.,30-34567890-3,Energía Solar,4,Laura Fernández,laura.fernandez@empresa.ghi,0890-1234,212.134,2022-10-07,19,Río Grande,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,198.341,2020-01-23,20,Buenos Aires,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,10.587,2020-04-22,20,Buenos Aires,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,179.746,2020-07-22,20,Buenos Aires,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,83.142,2020-12-13,20,Buenos Aires,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,59.591,2021-02-10,20,Buenos Aires,Argentina
P00128,Javier González S.A.,27-98765432-5,Transporte,2,Javier González,javier.gonzalez@empresa.jkl,0912-3456,280.267,2022-10-10,20,Buenos Aires,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,237.422,2020-01-26,38,Villa Carlos Paz,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,13.02,2020-04-25,38,Villa Carlos Paz,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,94.24,2020-07-25,38,Villa Carlos Paz,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,64.138,2020-12-16,38,Villa Carlos Paz,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,209.335,2021-02-13,38,Villa Carlos Paz,Argentina
P00129,Patricia Rivas S.R.L.,23-45678901-7,Construcción,4,Patricia Rivas,patricia.rivas@empresa.mno,0123-4567,211.622,2022-10-13,38,Villa Carlos Paz,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,79.707,2020-01-29,25,Villa Allende,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,217.8,2020-04-28,25,Villa Allende,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,26.298,2020-07-28,25,Villa Allende,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,147.083,2020-12-19,25,Villa Allende,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,241.869,2021-02-16,25,Villa Allende,Argentina
P00130,Fernando Reyes Cooperativa,33-56789012-6,Agroindustria,2,Fernando Reyes,fernando.reyes@empresa.pqr,0345-6789,140.463,2022-10-16,25,Villa Allende,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,12.989,2020-02-01,19,San Pedro,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,268.049,2020-05-01,19,San Pedro,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,222.635,2020-08-01,19,San Pedro,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,256.449,2020-12-22,19,San Pedro,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,141.315,2021-02-19,19,San Pedro,Argentina
P00131,Valentina Ortega S.R.L.,20-87654321-2,Consultoría,4,Valentina Ortega,valentina.ortega@empresa.stu,0456-7890,186.346,2022-10-19,19,San Pedro,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,249.854,2020-02-04,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,229.698,2020-05-04,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,192.599,2020-08-04,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,152.846,2020-12-25,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,110.878,2021-01-07,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,48.679,2022-09-22,27,General Roca,Argentina
P00132,Andrés Ruiz S.A.,30-12345678-9,Tecnología,2,Andrés Ruiz,andres.ruiz@empresa.tuv,0567-8901,50.488,2022-10-22,27,General Roca,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,127.726,2020-02-07,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,102.297,2020-05-07,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,150.974,2020-08-07,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,256.144,2020-12-28,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,31.099,2021-01-10,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,194.151,2022-09-25,19,Junín,Argentina
P00133,Daniela Fernández S.A.,27-23456789-4,Energía Eólica,4,Daniela Fernández,daniela.fernandez@empresa.uvw,0678-9012,126.804,2022-10-25,19,Junín,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,243.396,2020-02-10,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,24.358,2020-05-10,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,60.625,2020-08-10,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,161.646,2020-10-01,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,135.225,2021-01-01,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,249.165,2021-01-13,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,219.837,2022-09-28,38,Buenos Aires,Argentina
P00134,Luis Gómez S.R.L.,23-34567890-7,Construcción,2,Luis Gómez,luis.gomez@empresa.xyz,0789-0123,173.152,2021-01-28,38,Buenos Aires,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,46.325,2020-02-13,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,165.797,2020-05-13,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,294.815,2020-08-13,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,57.988,2020-10-04,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,89.516,2021-01-04,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,281.214,2021-01-16,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,225.311,2022-10-01,25,Rafaela,Argentina
P00135,Marcela Jiménez Cooperativa,33-45678901-8,Agroindustria,4,Marcela Jiménez,marcela.jimenez@empresa.abc,0890-1234,170.553,2021-02-01,25,Rafaela,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,220.987,2020-02-16,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,260.964,2020-05-16,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,45.468,2020-08-16,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,135.113,2020-10-07,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,148.154,2021-01-19,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,247.527,2022-10-04,27,Rio Gallegos,Argentina
P00136,Roberto Díaz S.A.,20-56789012-3,Tecnología,2,Roberto Díaz,roberto.diaz@empresa.def,0912-3456,212.736,2021-02-04,27,Rio Gallegos,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,221.445,2020-02-19,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,228.513,2020-05-19,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,247.726,2020-08-19,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,295.302,2020-10-10,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,217.867,2021-01-22,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,223.875,2022-10-07,19,Buenos Aires,Argentina
P00137,Camila Martínez S.R.L.,30-67890123-4,Energía Solar,4,Camila Martínez,camila.martinez@empresa.ghi,0123-4567,151.708,2021-02-07,19,Buenos Aires,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,94.895,2020-02-22,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,91.564,2020-05-22,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,175.561,2020-08-22,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,73.794,2020-10-13,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,73.794,2021-01-25,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,148.032,2022-10-10,20,Mendoza,Argentina
P00138,Santiago López S.A.,27-78901234-6,Transporte,2,Santiago López,santiago.lopez@empresa.jkl,0345-6789,279.688,2021-02-10,20,Mendoza,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,139.765,2020-02-25,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,143.944,2020-05-25,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,158.384,2020-08-25,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,106.432,2020-10-16,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,106.432,2021-01-28,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,42.668,2022-10-13,38,Cordoba,Argentina
P00139,Fernanda García S.R.L.,23-89012345-9,Construcción,4,Fernanda García,fernanda.garcia@empresa.mno,0456-7890,72.059,2021-02-13,38,Cordoba,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,248.599,2020-02-28,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,159.738,2020-05-28,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,122.24,2020-08-28,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,90.675,2020-10-19,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,90.675,2021-02-01,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,81.679,2022-10-16,25,Rosario,Argentina
P00140,Nicolás Castillo Cooperativa,33-90123456-0,Agroindustria,2,Nicolás Castillo,nicolas.castillo@empresa.pqr,0567-8901,117.043,2021-02-16,25,Rosario,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,130.696,2020-03-02,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,207.725,2020-06-01,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,121.055,2020-09-01,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,252.093,2020-10-22,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,252.093,2021-02-04,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,280.32,2022-10-19,19,San Juan,Argentina
P00141,Juliana Pérez S.R.L.,20-01234567-4,Consultoría,4,Juliana Pérez,juliana.perez@empresa.stu,0678-9012,11.442,2021-02-19,19,San Juan,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,88.206,2020-03-05,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,103.821,2020-06-04,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,52.184,2020-09-04,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,85.168,2020-10-25,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,85.168,2021-02-07,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,34.695,2022-10-22,27,San Rafael,Argentina
P00142,Diego Fernández S.A.,30-12345678-5,Tecnología,2,Diego Fernández,diego.fernandez@empresa.uvw,0789-0123,10.587,2022-09-22,27,San Rafael,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,255.727,2020-03-08,19,Posadas,Argentina
P00143,Mariana Gómez S.A.,27-23456789-6,Energía Eólica,4,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,253.296,2020-06-07,19,Posadas,Argentina
