numero,nombre,tipo,contacto,correo,telefono,observaciones,tipo_contribuyente_id,cuit,alta,baja,activo,frecuencia,importe,nro_cuenta_id,fecha_donacion
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,387.885,9,2020-01-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,540.813,9,2020-02-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,274.968,9,2020-03-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,276.867,9,2020-04-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,460.149,9,2020-05-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,247.913,9,2020-06-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,565.616,9,2020-07-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,219.966,9,2020-08-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,264.022,9,2020-09-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,354.871,9,2020-10-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,244.865,9,2020-11-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,325.793,9,2020-12-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,399.685,9,2021-01-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,486.131,9,2021-02-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,455.211,9,2021-03-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,334.904,9,2021-04-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,268.278,9,2021-05-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,486.28,9,2021-06-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,335.92,9,2021-07-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,581.841,9,2021-08-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,294.729,9,2021-09-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,545.689,9,2021-10-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,347.66,9,2021-11-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,416.591,9,2021-12-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,572.61,9,2022-01-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,317.989,9,2022-02-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,477.604,9,2022-03-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,484.857,9,2022-04-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,299.187,9,2022-05-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,361.284,9,2022-06-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,375.092,9,2022-07-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,378.265,9,2022-08-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,398.047,9,2022-09-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,529.57,9,2022-10-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,572.356,9,2022-11-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,280.45,9,2022-12-24
D00117,Automoviles Full S.A,Empresa,Contacto VS,afull@mail.com,(+)598 55509221,Observación OA,5,21387123564,2020-01-24,2024-02-02,NO,Mensual,233.279,9,2023-01-24
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,329.609,9,2023-01-25
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,280.069,9,2023-03-10
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,258.235,9,2023-05-18
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,371.932,9,2023-07-07
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,488.646,9,2023-09-22
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,243.43,9,2023-11-14
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,435.348,9,2024-01-03
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,540.812,9,2024-03-19
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,515.89,9,2024-05-12
D00120,Supermercado Vegano,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 55509222,,5,34017123565,2023-01-25,,SI,Bimestral,593.821,9,2024-07-28
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,243.823,11,2018-01-26
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,272.276,11,2019-03-15
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,205.153,11,2020-06-04
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,218.438,11,2021-08-22
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,135.999,11,2022-11-11
D00121,Ministerio de Acción Comunitaria GOB,Estado,Contacto ZVS,accióncomunitaria@mail.com,(+)56 55509223,Observación DD,1,34017123566,2018-01-26,,Si,Anual,190.938,11,2023-12-30
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,66.227,9,2018-01-03
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,55.3,9,2018-07-15
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,84.76,9,2019-01-08
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,16.137,9,2019-07-23
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,18.448,9,2020-01-12
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,75.788,9,2020-07-05
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,24.378,9,2021-01-18
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,61.986,9,2021-07-27
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,82.997,9,2022-01-22
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,30.913,9,2022-07-14
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,92.208,9,2023-01-07
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,93.637,9,2023-07-19
D00122,El Parque SRL,Empresa,Contacto ASD,parque@mail.com,(+)591 55509224,Observación,5,24789123567,2018-01-01,,SI,Semestral,16.927,9,2024-01-02
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,,12,2021-01-02
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,220.94,12,2021-02-15
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,570.809,12,2021-03-07
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,408.684,12,2021-04-22
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,451.106,12,2021-05-10
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,442.684,12,2021-06-28
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,404.537,12,2021-07-05
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,374.87,12,2021-08-19
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,496.721,12,2021-09-12
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,455.378,12,2021-10-26
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,329.454,12,2021-11-03
D00123,Merendero Solidario GOB,ONG,,solidario@mail.com,(+)591 55509225,Observación D,4,24725823568,2021-01-02,,SI,Mensual,492.165,12,2021-12-21
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,221.969,12,2024-02-01
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,293.23,12,2024-03-14
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,568.883,12,2024-04-09
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,470.187,12,2024-05-22
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,347.778,12,2024-06-07
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,295.364,12,2024-07-18
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,250.149,12,2024-08-03
D00124,Soluciones VerdeVida ONG,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,4,20123456789,2024-02-01,,SI,Mensual,473.575,12,2024-09-01
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,35.115,9,2024-02-02
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,43.29,9,2024-03-18
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,60.901,9,2024-04-07
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,92.342,9,2024-05-24
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,17.892,9,2024-06-10
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,63.032,9,2024-07-28
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,29.556,9,2024-08-15
D00125,Innovación Global S.A,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,5,27234567891,2024-02-02,,SI,Mensual,42.628,9,2024-09-05
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,64.959,9,2024-02-03
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,45.976,9,2024-03-17
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,173.308,9,2024-04-08
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,225.9,9,2024-05-23
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,244.932,9,2024-06-12
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,506.437,9,2024-07-30
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,234.53,9,2024-08-15
D00126,Empresas FuturoBrillante SAS,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,5,30345678902,2024-02-03,,SI,Mensual,531.085,9,2024-09-05
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,487.746,12,2024-01-04
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,459.222,12,2024-02-18
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,232.185,12,2024-03-07
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,351.798,12,2024-04-22
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,546.208,12,2024-05-10
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,584.457,12,2024-06-26
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,420.123,12,2024-07-15
D00127,Horizonte Ecológico ONG,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,4,23456789013,2024-01-04,,SI,Mensual,268.596,12,2024-08-05
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,90.795,12,2024-02-05
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,75.887,12,2024-03-20
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,97.534,12,2024-04-08
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,117.968,12,2024-05-25
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,359.06,12,2024-06-12
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,523.2,12,2024-07-30
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,329.953,12,2024-08-15
D00128,Fundación UniCorp ONG,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,4,33567890124,2024-02-05,,SI,Mensual,471.594,12,2024-09-05
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,298.586,9,2023-01-01
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,484.258,9,2023-02-12
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,445.529,9,2023-03-07
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,541.508,9,2023-04-21
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,440.936,9,2023-05-10
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,312.491,9,2023-06-28
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,269.664,9,2023-07-15
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,447.841,9,2023-08-09
D00129,Corporación NovaTech S.A,Empresa,Contacto ATEC,gerencia@novatech.com,(+)57 300 123 4567,Observación II,5,30987654321,2023-01-01,,SI,Mensual,500.982,9,2023-09-02
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,86.419,12,2023-01-02
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,18.374,12,2023-02-16
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,51.045,12,2023-03-08
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,76.343,12,2023-04-22
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,249.539,12,2023-05-12
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,251.13,12,2023-06-30
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,472.79,12,2023-07-14
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,5,30457652322,2023-01-02,,SI,Mensual,470.152,12,2023-08-05
D00130,Servicios Plus SAS,Empresa,Contacto AT,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIAA,5,30457652322,2023-01-02,,SI,Mensual,570.995,12,2023-09-18
D00131,InnovaLogix S.A,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,1,27654321098,2023-01-01,,SI,Bimestral,329.958,12,2023-01-01
D00131,InnovaLogix S.A,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,1,27654321098,2023-01-01,,SI,Bimestral,242.085,12,2023-03-01
D00131,InnovaLogix S.A,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,1,27654321098,2023-01-01,,SI,Bimestral,460.201,12,2023-05-01
D00131,InnovaLogix S.A,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,1,27654321098,2023-01-01,,SI,Bimestral,572.372,12,2023-07-01
D00131,InnovaLogix S.A,Campaña,Contacto IT,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,1,27654321098,2023-01-01,,SI,Bimestral,408.599,12,2023-09-01
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,29.12,12,2021-01-02
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,88.565,12,2021-02-16
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,88.682,12,2021-03-08
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,28.523,12,2021-04-22
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,13.24,12,2021-05-12
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,27.493,12,2021-06-30
D00132,VíaVerde SRL,Campaña,Contacto RCO,eco@viaverde.com,(+)56 9 8765 4321,,5,27784341099,2021-01-02,2023-01-03,NO,Mensual,222.261,12,2021-07-14
